"Title","URL","RAM","Storage","Price","Rating","Reviews"
"Dell Latitude 3500 Business Laptop, 15.6"" HD, 10th Gen Intel Quad Core i5-10210U, 16GB DDR4 RAM, 256GB NVMe M.2 SSD, Windows 10 Pro, WiFi, Bluetooth, Webcam, USB-C, HDMI, VGA,","https://www.amazon.com/Dell-Latitude-Business-i5-10210U-Bluetooth/dp/B08F3XD6FS/ref=sr_1_23?dchild=1&keywords=Dell&qid=1616248536&s=pc&sr=1-23","","","$1,049.00","16 ratings","4.1 out of 5 
"
"Laptop HP X360 14a Chromebook 14"" HD Touchscreen, Entertaining from Any Angle Intel Celeron, 4GB DDR4 64GB eMMC WiFi Webcam Stereo Speakers Bluetooth 4.2 Chrome Blue Metallic Color","https://www.amazon.com/HP-Chromebook-Touchscreen-Entertaining-Bluetooth/dp/B08NHVXHJW/ref=sr_1_22?dchild=1&keywords=HP&qid=1616248538&s=pc&sr=1-22","","","$345.90","50 ratings","4.6 out of 5 
"
"Apple MacBook Pro 13"" with Touch Bar, 10th-Generation Quad-Core Intel Core i7 2.3GHz, 16GB RAM, 512GB SSD, Space Gray (Mid 2020)","https://www.amazon.com/Apple-MacBook-Pro-10th-Generation-Quad-Core/dp/B08DTPQ9XB/ref=sr_1_10?dchild=1&keywords=Apple&qid=1616248541&s=pc&sr=1-10","","","$1,999.00","8 ratings","4.8 out of 5 
"
"Apple MacBook Pro 16-in 2.4GHz 8-core i9 32GB 1TB 5500M 8GB Space Gray (CTO)","https://www.amazon.com/Apple-16-MacBook-Pro-Z0XZ0007A/dp/B08374BBQG/ref=sr_1_7?dchild=1&keywords=Apple&qid=1616248541&s=pc&sr=1-7","","","$3,269.00","52 ratings","4.7 out of 5 
"
"Apple MacBook Pro 13"" with Touch Bar, 10th-Generation Quad-Core Intel Core i7 2.3GHz, 32GB RAM, 1TB SSD, Space Gray (Mid 2020)","https://www.amazon.com/Apple-MacBook-Pro-10th-Generation-Quad-Core/dp/B08F2YNYWQ/ref=sr_1_17?dchild=1&keywords=Apple&qid=1616248541&s=pc&sr=1-17","","","$2,599.00","6 ratings","5 out of 5 
"
"HP Envy 2019,17.3"" Full HD Touch, i7-10510U 10th gen Quad CPU,NVIDIA MX250(4GB), 1TB SSD NVME,16GB RAM,Win 10 Pro Pre-Installed by HP, Neopack 64GB Flash Drive, B&O Speakers, HP Premium Wty, No DVD Rw","https://www.amazon.com/HP-Envy-i7-10510U-Pre-Installed-Speakers/dp/B07Y32TNYC/ref=sr_1_23?dchild=1&keywords=HP&qid=1616248538&s=pc&sr=1-23","","","$1,429.93","376 ratings","4.6 out of 5 
"
"Dell Inspiron 3000 Series 15.6"" HD Notebook - Intel Celeron 4205U 1.8GHz - 4GB RAM 128GB PCIe SSD - Webcam - Windows 10 Home in S Mode, Black","https://www.amazon.com/Dell-Inspiron-3000-15-6-Notebook/dp/B08MRH5RW3/ref=sr_1_8?dchild=1&keywords=Dell&qid=1616248536&s=pc&sr=1-8","","","","19 ratings","4.5 out of 5 
"
"Lenovo ThinkPad E14 20RA004WUS 14"" Notebook - 1920 x 1080 - Intel Core i5 (10th Gen) i5-10210U Quad-core (4 Core) 1.60 GHz - 8 GB RAM - 1 TB HDD - Black","https://www.amazon.com/Lenovo-ThinkPad-20RA004WUS-Notebook-Plane/dp/B0846LZ75G/ref=sr_1_8?dchild=1&keywords=Lenovo&qid=1616248540&s=pc&sr=1-8","","","","6 ratings","5 out of 5 
"
"2020 Lenovo Yoga C740 14"" FHD IPS Touchscreen Premium 2-in-1 Laptop, 10th Gen Intel Quad Core i5-10210U, 8GB RAM, 256GB PCIe SSD, Backlit Keyboard, Fingerprint Reader, Windows 10, Aluminum Chassis","https://www.amazon.com/Lenovo-Touchscreen-i5-10210U-Keyboard-Fingerprint/dp/B08BNZ5NTG/ref=sr_1_10?dchild=1&keywords=Lenovo&qid=1616248540&s=pc&sr=1-10","","","","42 ratings","4.3 out of 5 
"
"Latest Gen 8 Lenovo ThinkPad X1 Carbon 14"" FHD Ultrabook (400 nits) with 10th Gen Intel i7-10510U Processor up to 4.90 GHz, 1 TB PCIe SSD, 16GB RAM, and Windows 10 Pro","https://www.amazon.com/Lenovo-ThinkPad-Ultrabook-i7-10510U-Processor/dp/B08FRNCPXF/ref=sr_1_22?dchild=1&keywords=Lenovo&qid=1616248540&s=pc&sr=1-22","","","$1,674.00","57 ratings","4.6 out of 5 
"
"Apple MacBook Air (13-inch Retina Display, 8GB RAM, 256GB SSD Storage) - Gold (Previous Model)","https://www.amazon.com/Apple-MacBook-13-inch-256GB-Storage/dp/B08636NKF8/ref=sr_1_3?dchild=1&keywords=Apple&qid=1616248541&s=pc&sr=1-3","","Price","-","9,821 ratings","4.8 out of 5 
"
"HP Spectre x360 GEM Cut 13.3"" FHD Touch Laptop, Intel i7-1065G7, 16GB RAM, 512GB SSD, Bang & Olufsen, Fingerprint Reader, HP Stylus, Nightfall Black, Win 10 Pro, 64GB TechWarehouse Flash Drive","https://www.amazon.com/HP-i7-1065G7-Fingerprint-Nightfall-TechWarehouse/dp/B087C2ZQNQ/ref=sr_1_4?dchild=1&keywords=HP&qid=1616248538&s=pc&sr=1-4","","","$1,328.00","73 ratings","4.5 out of 5 
"
"2020 Newest Dell Inspiron 15 5000 Premium PC Laptop: 15.6 Inch FHD Anti-Glare NonTouch Display,10th Gen i5, 16GB RAM, 256GB SSD, Intel UHD Graphics, WiFi, Bluetooth, HDMI, Webcam, Backlit-KB, Win10","https://www.amazon.com/Newest-Dell-Inspiron-Premium-Laptop/dp/B082WRPP26/ref=sr_1_15?dchild=1&keywords=Dell&qid=1616248536&s=pc&sr=1-15","","","","108 ratings","4.4 out of 5 
"
"HP - Envy x360 2-in-1 15.6"" Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 256GB SSD - Natural Silver","https://www.amazon.com/HP-2-1-Touch-Screen-Natural/dp/B08996DKMJ/ref=sr_1_15?dchild=1&keywords=HP&qid=1616248538&s=pc&sr=1-15","","","$772.99","95 ratings","4.6 out of 5 
"
"Dell Chromebook 11 3000 3100 11.6"" Chromebook - 1366 x 768 - Celeron N4020 - 4 GB RAM - 16 GB Flash Memory - Chrome OS - Intel HD Graphics - English (US) Keyboard - Bluetooth - 14 Hour Battery Ru","https://www.amazon.com/Dell-Chromebook-3000-3100-11-6/dp/B089P36FXC/ref=sr_1_20?dchild=1&keywords=Dell&qid=1616248536&s=pc&sr=1-20","","","","880 ratings","4.4 out of 5 
"
"HP Stream 14-Inch Laptop, Intel Celeron N4000, 4 GB RAM, 64 GB eMMC, Windows 10 Home in S Mode With Office 365 Personal For 1 Year (14-cb188nr, Rose Pink)","https://www.amazon.com/HP-14-inch-Celeron-Personal-14-cb188nr/dp/B084SCJY1J/ref=sr_1_11?dchild=1&keywords=HP&qid=1616248538&s=pc&sr=1-11","","","","2,689 ratings","4.5 out of 5 
"
"Apple MacBook Air 13.3"" with Retina Display, 1.1GHz Quad-Core Intel Core i5, 8GB Memory, 256GB SSD, Gold (Early 2020)","https://www.amazon.com/Apple-MacBook-Air-Display-Quad-Core/dp/B08884H13B/ref=sr_1_14?dchild=1&keywords=Apple&qid=1616248541&s=pc&sr=1-14","","","$999.99","33 ratings","4.5 out of 5 
"
"2020 Newest Lenovo IdeaPad 3 15"" Laptop, AMD Ryzen 5 3500U Quad-Core Processor, 8GB Memory, 256GB Solid State Drive, Windows 10, Abyss Blue, 81W1009DUS (Google Classroom Compatible)","https://www.amazon.com/Lenovo-Quad-Core-Processor-81W1009DUS-Compatible/dp/B08HLD3N5C/ref=sr_1_16?dchild=1&keywords=Lenovo&qid=1616248540&s=pc&sr=1-16","","","","30 ratings","4.4 out of 5 
"
"Apple MacBook Pro (13-inch, 8GB RAM, 256GB SSD Storage) - Space Gray (Previous Model)","https://www.amazon.com/Apple-MacBook-13-inch-Storage-Keyboard/dp/B0882KD98F/ref=sr_1_13?dchild=1&keywords=Apple&qid=1616248541&s=pc&sr=1-13","","Price","-","692 ratings","4.8 out of 5 
"
"2019 Dell Inspiron 3593 Laptop 15.6"", 10th Generation Intel Core i5-1035G1 Processor, 8GB DDR4 RAM 256GB Solid State Drive, HDMI, WiFi, Bluetooth, Windows 10, Black","https://www.amazon.com/Dell-Generation-i5-1035G1-Processor-Bluetooth/dp/B07YXWWMRL/ref=sr_1_25?dchild=1&keywords=Dell&qid=1616248536&s=pc&sr=1-25","","","","16 ratings","3.8 out of 5 
"
"WorkDone 12-Pack 2.5-inch Drive Caddy - Compatible for Dell PowerEdge Servers - 14th Gen R440 R640 R740 R740xd R840 R940 R6415 XC - Tray Sticker Labels - Setup Manual - Selected Screws","https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_computers_sr_pg1_1?ie=UTF8&adId=A04882742ARGPRIAZKX5O&url=%2FWorkDone-12-Pack-2-5-inch-R740xd-R6415%2Fdp%2FB07Q4T91B3%2Fref%3Dsr_1_13_sspa%3Fdchild%3D1%26keywords%3DDell%26qid%3D1616248536%26s%3Dpc%26sr%3D1-13-spons%26psc%3D1&qualifier=1616248536&id=1834768089291259&widgetName=sp_mtf","","","$198.00","11 ratings","5 out of 5 
"
"2020 Lenovo Yoga C740 2-in-1 14"" Full HD 1080p Touchscreen Laptop PC, Intel Core i5-10210U Quad Core Processor, 8GB DDR4 RAM, 256GB SSD, Backlit Keyboard, Webcam, WiFi, Bluetooth, Windows 10, Mica","https://www.amazon.com/Lenovo-Touchscreen-i5-10210U-Processor-Bluetooth/dp/B08LGP41CW/ref=sr_1_1?dchild=1&keywords=Lenovo&qid=1616248540&s=pc&sr=1-1","","","","62 ratings","4.8 out of 5 
"
"Apple MacBook Pro (13-inch, 8GB RAM, 512GB SSD Storage) - Space Gray (Previous Model)","https://www.amazon.com/Apple-MacBook-13-inch-Storage-Keyboard/dp/B0882PVYXW/ref=sr_1_9?dchild=1&keywords=Apple&qid=1616248541&s=pc&sr=1-9","","Price","-","194 ratings","4.7 out of 5 
"
"Lenovo Ideapad 3 Laptop, 14"" FHD (1920x1080), Intel Core i5-1035G1, 20GB SODIMM RAM, 512GB PCIe SSD, Webcam, WiFi, Windows 10 S, XPI Bundle","https://www.amazon.com/Lenovo-Ideapad-1920x1080-i5-1035G1-Windows/dp/B08XPNWPJG/ref=sr_1_13?dchild=1&keywords=Lenovo&qid=1616248540&s=pc&sr=1-13","","","$589.00",""," 
"
"Dell Inspiron 15 3000 3593 15.6 Inch HD Non Touch Display 1TB HDD Quad-Core i5 (8GB RAM, i5-1035G1 Up to 3.6GHz, HDMI, Windows 10 Home) Black","https://www.amazon.com/Dell-Inspiron-Display-Quad-Core-i5-1035G1/dp/B08N43SSBG/ref=sr_1_6?dchild=1&keywords=Dell&qid=1616248536&s=pc&sr=1-6","","","","4 ratings","3.6 out of 5 
"
"Dell Chromebook 3100 - 11.6"" - Celeron N4020 - 4 GB RAM - 32 GB eMMC","https://www.amazon.com/Dell-Chromebook-3100-Celeron-N4020/dp/B08B9RKQZ8/ref=sr_1_12?dchild=1&keywords=Dell&qid=1616248536&s=pc&sr=1-12","","","",""," 
"
"Apple MacBook Pro (13-inch, 8GB RAM, 256GB SSD Storage) - Silver (Previous Model)","https://www.amazon.com/Apple-MacBook-13-inch-Storage-Keyboard/dp/B0881ZZDZD/ref=sr_1_12?dchild=1&keywords=Apple&qid=1616248541&s=pc&sr=1-12","","Price","-","397 ratings","4.8 out of 5 
"
"2020 Lenovo Yoga C740 14"" FHD IPS Touchscreen Premium 2-in-1 Laptop, 10th Gen Intel Quad Core i5-10210U, 8GB RAM, 512GB PCIe SSD, Backlit Keyboard, Fingerprint Reader, Windows 10, Aluminum Chassis","https://www.amazon.com/Lenovo-Touchscreen-i5-10210U-Keyboard-Fingerprint/dp/B08BP1KKHB/ref=sr_1_6?dchild=1&keywords=Lenovo&qid=1616248540&s=pc&sr=1-6","","","$699.00","31 ratings","4.2 out of 5 
"
"2020 Lenovo ThinkPad E15 15.6"" FHD Full HD (1920x1080) IPS Business Laptop (Intel Quad Core i7-10510U, 16GB DDR4 RAM, 512GB PCIe SSD) Fingerprint, Type-C, HDMI, RJ-45, Windows 10 Pro + IST 500GB","https://www.amazon.com/Lenovo-ThinkPad-E15-1920x1080-Fingerprint/dp/B086C4JNDZ/ref=sr_1_14?dchild=1&keywords=Lenovo&qid=1616248540&s=pc&sr=1-14","","","$1,199.99","41 ratings","4.8 out of 5 
"
"Lenovo - IdeaPad L340 15 Gaming Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1650 - 256GB Solid State Drive - Black","https://www.amazon.com/Lenovo-IdeaPad-Gaming-Laptop-GeForce/dp/B08N5TQD6M/ref=sr_1_24?dchild=1&keywords=Lenovo&qid=1616248540&s=pc&sr=1-24","","","$699.99","133 ratings","4.4 out of 5 
"
"Dell XPS 15 - 15 Inch FHD+, Intel Core i7 10th Gen, 16GB Memory, 512GB Solid State Drive, Nvidia GeForce GTX 1650 Ti 4GB GDDR6, Windows 10 Home (Latest Model) - Silver","https://www.amazon.com/Dell-XPS-15-GeForce-Windows/dp/B089HJX59L/ref=sr_1_24?dchild=1&keywords=Dell&qid=1616248536&s=pc&sr=1-24","","","$1,999.11","290 ratings","4.1 out of 5 
"
"Dell G3 15 15.6"" FHD (1920x1080) 220nits Anti-Glare Gaming Laptop, Intel Core i5-10300H up to 4.5GHz, 16GB RAM, 1TB HDD+256GB SSD, NVIDIA GTX 1650 (4GB GDDR6), HDMI, Backlit Keyboard, Windows 10","https://www.amazon.com/Dell-G3-15-1920x1080-Anti-Glare/dp/B08C8Z8CR6/ref=sr_1_10?dchild=1&keywords=Dell&qid=1616248536&s=pc&sr=1-10","","","","3 ratings","5 out of 5 
"
"Latest_Dell XPS 13.3"" FHD InfinityEdge Display Laptop, 10th Gen Intel i7-10510U Processor , 8GB RAM, 512GB SSD, Wireless+Bluetooth, Backlit Keyboard, Fingerprint Reader, HDMI，Window 10","https://www.amazon.com/Latest_Dell-XPS-InfinityEdge-Fingerprint-HDMI%EF%BC%8CWindow/dp/B08H8PSFYX/ref=sr_1_3?dchild=1&keywords=Dell&qid=1616248536&s=pc&sr=1-3","","","$945.98","6 ratings","3.4 out of 5 
"
"2020 HP Pavilion x360 14"" FHD WLED Touchscreen 2-in-1 Convertible Laptop, Intel Core i5-1035G1 up to 3.6GHz, 8GB DDR4, 256GB SSD, 802.11ac, Bluetooth, Webcam, HDMI, Fingerprint Reader, Windows 10","https://www.amazon.com/HP-Touchscreen-Convertible-i5-1035G1-Fingerprint/dp/B08B3X4L95/ref=sr_1_18?dchild=1&keywords=HP&qid=1616248538&s=pc&sr=1-18","","","$624.95","380 ratings","4.6 out of 5 
"
"Lenovo IdeaPad 3 14"" Laptop, 14.0"" FHD 1920 x 1080 Display, AMD Ryzen 5 3500U Processor, 8GB DDR4 RAM, 256GB SSD, AMD Radeon Vega 8 Graphics, Narrow Bezel, Windows 10, 81W0003QUS, Abyss Blue","https://www.amazon.com/Lenovo-IdeaPad-Processor-Graphics-81W0003QUS/dp/B0862269YP/ref=sr_1_19?dchild=1&keywords=Lenovo&qid=1616248540&s=pc&sr=1-19","","","","3,304 ratings","4.5 out of 5 
"
"Newest Flagship HP Chromebook, 11.6"" HD (1366 x 768) Display, Intel Celeron Processor N3350, 4GB LPDDR2, 32GB eMMC, Chrome OS, HD Graphics 500, 11A-NB0013DX, Ash Gray","https://www.amazon.com/Flagship-HP-Chromebook-Processor-11A-NB0013DX/dp/B08D3X9RF6/ref=sr_1_8?dchild=1&keywords=HP&qid=1616248538&s=pc&sr=1-8","","","","828 ratings","4.6 out of 5 
"
"Apple MacBook Pro 16"" with Touch Bar, 9th-Gen 8-Core Intel i9 2.3GHz, 32GB RAM, 1TB SSD, AMD Radeon Pro 5500M 8GB, Silver, Late 2019 Z0Y300042","https://www.amazon.com/Apple-16-MacBook-Pro-Z0Y300042/dp/B083747SX2/ref=sr_1_16?dchild=1&keywords=Apple&qid=1616248541&s=pc&sr=1-16","","","$3,299.00","7 ratings","4.6 out of 5 
"
"Dell Inspiron 15 5502, 15.6 inch FHD Non-Touch Laptop - Intel Core i5-1135G7, 8GB 3200MHz DDR4 RAM, 512GB SSD, Iris Xe Graphics, Windows 10 Home - Silver (Latest Model)","https://www.amazon.com/Dell-Inspiron-5502-Non-Touch-Laptop/dp/B08MKXTMK5/ref=sr_1_2?dchild=1&keywords=Dell&qid=1616248536&s=pc&sr=1-2","","","","39 ratings","4.6 out of 5 
"
"Apple MacBook Pro with Intel Processor (13-inch, 16GB RAM, 512GB SSD Storage) - Space Gray","https://www.amazon.com/Apple-MacBook-13-inch-Storage-Keyboard/dp/B0881Z844Y/ref=sr_1_5?dchild=1&keywords=Apple&qid=1616248541&s=pc&sr=1-5","","Price","-","1,305 ratings","4.8 out of 5 
"
"2020 Newest HP ENVY x360 2-in-1 Laptop, 15.6"" Full HD Touchscreen, AMD Ryzen 5 4500U Processor up to 4.0GHz, 8GB Memory, 256GB PCIe SSD, Backlit Keyboard, HDMI, Wi-Fi, Windows 10 Home, Nightfall Black","https://www.amazon.com/HP-ENVY-Touchscreen-Processor-Nightfall/dp/B08966H6XJ/ref=sr_1_2?dchild=1&keywords=HP&qid=1616248538&s=pc&sr=1-2","","","$719.00","410 ratings","4.4 out of 5 
"
"Apple MacBook Air 13.3"" with Retina Display, 1.1GHz Quad-Core Intel Core i5, 8GB Memory, 256GB SSD, Space Gray (Early 2020) Z0YJ0002F","https://www.amazon.com/Apple-MacBook-Air-Quad-Core-Z0YJ0002F/dp/B08888DDDX/ref=sr_1_11?dchild=1&keywords=Apple&qid=1616248541&s=pc&sr=1-11","","","$986.92","34 ratings","4.8 out of 5 
"
"HP 15 Laptop, AMD Ryzen 3 3250U Processor, 8 GB RAM, 256 GB SSD Storage, 15.6-inch HD Micro-Edge Display, Windows 10 Home, Long-Lasting Battery, HP Fast Charge, 720p Webcam (15-ef1021nr, 2020)","https://www.amazon.com/HP-Processor-Micro-Edge-Long-Lasting-15-ef1021nr/dp/B08N38VPL7/ref=sr_1_9?dchild=1&keywords=HP&qid=1616248538&s=pc&sr=1-9","","","","324 ratings","4.6 out of 5 
"
"Apple MacBook Air 13.3"" with Retina Display, M1 Chip with 8-Core CPU and 7-Core GPU, 8GB Memory, 512GB SSD, Space Gray, Late 2020","https://www.amazon.com/Apple-MacBook-Air-Retina-Display/dp/B08W8T56VP/ref=sr_1_15?dchild=1&keywords=Apple&qid=1616248541&s=pc&sr=1-15","","","$1,199.99",""," 
"
"2020 Lenovo ThinkPad E15 15.6"" FHD Full HD (1920x1080) Business Laptop (Intel 10th Quad Core i5-10210U, 16GB DDR4 RAM, 512GB PCIe SSD) Type-C, HDMI, Windows 10 Pro + IST Computers HDMI Cable","https://www.amazon.com/Lenovo-ThinkPad-E15-1920x1080-i5-10210U/dp/B08726QFRM/ref=sr_1_21?dchild=1&keywords=Lenovo&qid=1616248540&s=pc&sr=1-21","","","$979.95","155 ratings","4.6 out of 5 
"
"Lenovo Yoga C740-14 FHD Touch - 10th gen i5-10210U - 8GB - 256GB SSD - Mica","https://www.amazon.com/Lenovo-Yoga-C740-14-FHD-Touch/dp/B08122HHX9/ref=sr_1_12?dchild=1&keywords=Lenovo&qid=1616248540&s=pc&sr=1-12","","","","541 ratings","4.6 out of 5 
"
"Newest HP Spectre x360 15t Touch 10th Gen Intel i7-10510U, Pen, 3 Years McAfee Internet Security, Windows 10 Professional Key, 4K IPS, HP Warranty, 2-in-1 Laptop PC (16GB, 1TB SSD, Dark Ash)","https://www.amazon.com/Spectre-x360-15t-10th-McAfee/dp/B0819HTY15/ref=sr_1_24?dchild=1&keywords=HP&qid=1616248538&s=pc&sr=1-24","","","$1,724.95","44 ratings","4.5 out of 5 
"
"Apple MacBook Air 13.3"" with Retina Display, 1.1GHz Quad-Core Intel Core i5, 8GB Memory, 256GB SSD, Silver (Early 2020)","https://www.amazon.com/Apple-MacBook-Air-Display-Quad-Core/dp/B0887W8JSR/ref=sr_1_18?dchild=1&keywords=Apple&qid=1616248541&s=pc&sr=1-18","","","$1,004.99","24 ratings","4.6 out of 5 
"
"Lenovo Chromebook Duet, 2-in-1, 10.1"" WUXGA (1920 x 1200) Display, MediaTek Helio P60T, 4GB LPDDR4X RAM, 64GB eMCP SSD, Integrated ARM G72 MP3 Graphics, Chrome OS, ZA6F0031US, Ice Blue + Iron Grey","https://www.amazon.com/Lenovo-Chromebook-MediaTek-Integrated-ZA6F0031US/dp/B0856QVM2F/ref=sr_1_3?dchild=1&keywords=Lenovo&qid=1616248540&s=pc&sr=1-3","","","","393 ratings","4.5 out of 5 
"
